### EC-numbers
1.4.3.-	4.2.1.1	2.7.6.-	3.5.1.88	5.4.99.-	3.1.21.4	2.3.1.48	7.2.1.-	1.16.3.1	3.4.19.12	1.3.8.-	2.7.7.19	2.4.2.-	1.1.1.169	2.4.2.10	3.5.3.1	3.3.2.-	3.1.26.4	7.1.1.9	3.4.13.9	1.1.1.100	5.1.1.-	3.1.22.-	3.4.21.-	1.11.1.-	3.4.22.28	4.6.1.18	3.4.21.4	6.1.1.4	1.15.1.1	3.4.19.-	3.4.11.1	3.4.25.1	1.3.1.9	2.4.99.-	1.1.99.-	1.97.1.12	2.7.4.6	1.17.1.-	1.7.2.-	2.7.1.71	4.2.1.11	3.4.21.90	4.1.99.-	2.8.1.1	3.6.4.13	6.3.4.4	2.7.11.1	2.7.7.23	1.9.3.-	2.3.1.39	4.1.1.11	3.2.1.26	3.1.13.-	1.8.99.-	1.11.1.6	4.2.1.2	5.3.4.1	3.2.1.4	3.4.21.5	1.14.16.-	6.3.4.2	2.1.1.37	1.12.99.-	2.1.1.361	2.1.1.-	3.1.8.1	2.7.11.-	2.3.2.24	2.7.7.48	3.5.1.98	3.1.1.31	2.7.11.22	1.18.1.2	3.1.13.4	4.1.1.23	3.2.2.27	2.5.1.7	1.14.11.-	3.5.1.2	6.3.1.2	4.3.2.-	4.1.2.25	5.3.2.-	2.7.1.1	3.1.11.-	2.7.7.4	3.6.3.14	4.2.1.20	2.3.1.41	1.18.6.1	2.3.1.74	6.3.2.19	3.2.2.22	2.8.4.1	2.4.2.17	2.1.1.56	1.10.3.-	2.5.1.54	1.2.1.11	4.2.1.8	3.1.3.16	1.12.7.2	2.7.1.-	1.17.4.1	2.7.10.-	3.1.2.14	5.3.1.6	3.4.21.91	2.2.1.-	2.7.1.2	2.7.3.-	3.1.22.4	2.3.1.16	4.99.1.-	2.7.1.35	3.4.22.69	3.1.27.-	1.12.7.-	5.1.3.-	2.7.7.65	1.17.4.-	5.3.1.24	4.2.1.59	2.5.1.10	1.8.4.11	3.4.25.-	2.7.10.2	5.2.1.-	6.1.1.3	2.7.7.49	2.8.4.-	4.1.3.-	2.3.1.31	1.1.1.205	3.1.30.-	3.4.23.-	6.5.1.2	6.1.1.15	3.6.4.-	6.2.1.-	4.1.3.3	2.7.7.60	6.3.2.6	5.1.1.3	2.4.2.9	1.14.13.-	1.1.2.-	1.1.1.1	5.1.99.-	2.8.2.-	2.5.1.47	2.7.11.24	3.4.22.15	2.6.1.42	2.1.3.2	3.2.2.9	4.2.3.3	2.6.1.-	1.5.1.-	2.7.7.24	2.1.1.57	6.1.1.20	5.3.1.5	2.7.1.25	2.2.1.1	3.6.1.1	2.3.3.16	6.3.4.-	2.7.7.9	1.18.1.-	4.2.99.-	4.1.2.4	3.1.3.1	5.3.3.8	3.2.1.1	2.7.10.1	4.2.1.113	4.2.2.2	6.1.1.1	3.1.3.-	1.2.4.-	1.6.99.-	2.5.1.18	3.4.22.29	3.1.3.2	1.1.1.27	2.3.1.286	1.14.15.-	2.7.7.3	3.1.13.2	2.7.7.6	5.4.99.18	4.1.1.39	2.7.4.8	5.6.2.1	2.3.1.-	1.7.1.-	1.6.5.2	1.18.6.-	4.6.1.2	2.6.1.52	3.1.6.-	1.6.5.-	2.3.2.31	3.6.5.5	2.8.3.-	2.3.2.-	3.2.1.18	3.5.99.-	3.1.4.35	3.1.8.-	2.3.1.12	1.6.2.-	2.1.1.72	2.3.3.-	3.4.21.92	1.14.11.27	2.7.11.17	2.1.1.359	2.7.13.-	2.5.1.15	6.3.3.-	3.2.1.22	6.1.1.6	4.3.3.7	3.4.11.18	4.2.3.4	3.1.2.-	2.4.2.8	4.1.1.48	3.7.1.-	3.1.4.53	7.2.2.-	2.7.6.5	3.6.5.3	4.3.3.-	2.7.1.21	3.1.4.-	1.11.1.24	3.6.4.10	1.14.14.1	3.5.1.60	3.2.1.52	1.16.3.-	3.1.26.3	3.4.24.69	3.5.1.11	2.1.1.193	1.7.2.1	1.14.99.-	3.6.5.2	2.7.7.n1	4.1.1.-	2.3.2.26	2.4.1.15	2.5.1.-	3.1.3.11	1.14.11.67	2.3.1.180	2.4.2.7	3.6.4.12	2.5.1.19	1.1.1.-	1.8.1.9	1.9.3.1	2.7.1.15	2.7.1.11	3.4.11.-	2.1.2.-	7.6.2.-	3.5.1.28	3.8.1.5	6.3.4.13	1.11.1.9	1.13.11.-	4.1.2.13	3.4.16.4	6.1.1.7	1.1.3.-	2.4.1.129	3.1.1.29	3.4.21.53	3.6.5.-	3.1.1.4	1.1.1.86	3.2.2.-	2.6.1.1	4.2.99.18	5.5.1.-	2.7.11.30	3.1.26.-	1.8.1.4	1.14.14.-	3.2.1.14	3.5.4.-	2.1.2.1	3.2.1.3	1.97.1.-	6.3.4.14	2.7.12.1	2.7.11.25	2.5.1.17	6.3.5.2	6.3.2.1	3.2.1.78	3.1.11.2	1.6.99.3	2.1.2.2	1.1.1.42	7.1.1.8	7.1.1.2	3.1.2.2	3.4.22.46	3.1.3.36	2.4.1.-	3.1.3.33	4.3.2.2	1.14.12.-	1.13.12.-	3.4.22.-	5.3.1.1	4.2.1.-	3.2.1.169	3.2.1.17	6.5.1.1	1.1.1.35	1.3.5.-	1.2.1.3	2.5.1.1	7.2.2.8	6.3.1.-	2.5.1.78	2.7.7.50	2.1.3.-	2.7.7.-	5.4.3.8	2.7.2.4	1.10.3.2	3.1.1.3	3.6.1.15	5.6.2.2	3.1.3.3	3.2.1.20	3.6.1.9	2.3.2.27	3.6.1.23	6.1.1.-	4.2.1.10	3.4.13.-	6.3.2.4	1.1.1.2	3.4.21.107	1.6.99.1	2.7.4.9	1.15.1.-	3.6.1.34	1.3.1.-	3.6.1.55	3.4.24.-	3.6.1.-	4.1.1.50	4.2.2.-	3.3.1.1	3.4.22.1	3.1.4.11	3.5.1.1	3.3.1.-	1.1.1.267	3.2.1.55	1.1.1.25	3.6.1.7	2.7.13.3	2.7.1.40	2.3.1.9	1.7.3.-	5.4.2.-	1.7.1.17	3.2.2.6	4.1.1.33	1.8.5.-	5.3.3.-	3.2.1.31	6.3.5.-	1.14.19.-	6.1.1.11	1.12.99.6	1.4.1.-	4.6.1.1	3.1.3.86	3.2.1.91	4.3.2.10	3.4.16.-	3.1.3.5	3.5.4.4	6.4.1.-	1.17.1.8	2.5.1.16	4.3.1.-	3.4.23.16	6.3.3.1	3.2.1.73	5.1.3.13	1.2.1.12	1.6.2.4	6.1.1.17	2.3.1.1	3.5.3.-	3.2.1.8	2.1.1.45	3.2.1.21	5.1.3.2	2.3.1.129	2.7.2.-	5.3.1.-	2.7.2.8	2.4.2.1	1.14.14.18	3.5.1.5	3.5.4.38	5.4.3.-	6.5.1.-	2.7.12.2	2.5.1.55	1.8.1.7	3.1.21.-	1.8.4.12	1.11.1.15	1.1.1.85	3.6.1.3	2.7.1.33	2.7.8.7	3.1.3.25	3.2.1.96	7.1.1.-	3.2.1.39	2.4.2.3	3.5.4.9	2.2.1.2	3.6.3.-	3.5.1.-	1.11.1.7	1.5.1.5	2.4.2.19	1.8.3.2	1.3.99.-	1.5.3.-	5.6.1.-	1.8.1.-	2.7.3.9	2.5.1.6	3.4.21.62	1.8.4.-	5.3.1.16	2.3.2.2	3.4.17.-	2.7.4.-	3.2.1.-	6.3.1.5	4.3.3.6	2.1.3.3	1.5.1.3	3.5.2.3	5.4.2.11	2.7.7.8	2.8.1.7	2.7.7.7	3.2.1.37	2.7.12.-	5.3.1.9	1.2.7.-	6.1.1.2	7.1.2.-	2.3.1.5	3.4.14.-	6.1.1.10	1.16.1.-	2.1.1.228	3.5.2.6	2.1.1.354	2.7.4.3	4.1.2.-	4.4.1.5	5.3.4.-	4.6.1.-	5.1.1.1	3.4.24.3	4.4.1.-	1.3.7.-	2.3.1.117	5.4.99.5	1.2.1.-	2.4.2.30	1.14.18.-	3.1.1.1	3.1.3.48	3.4.21.98	5.6.2.-	3.1.26.5	7.2.1.1	2.7.11.12	1.3.3.-	2.7.7.18	3.1.1.-	5.2.1.8	2.7.1.69	1.1.1.37	3.6.4.6	3.1.4.17	2.7.11.13	3.5.2.-	4.2.1.17	2.7.2.3	4.2.3.-	5.3.99.-	3.1.1.72	2.3.1.179	3.2.1.23	1.14.13.25	3.1.26.13	3.8.1.-	4.1.1.20	2.7.11.26	6.1.1.21	2.7.11.21	2.7.4.22	1.8.3.-	2.3.1.57	1.3.5.1	3.1.1.53	7.1.2.2	6.4.1.2	2.7.8.-	6.3.2.-	2.8.1.-	3.5.4.5	4.6.1.12	2.3.2.23
### SWISS-MODEL-chain	EC-numbers
Q2SXN9-A	1.2.1.-
P70687-A	1.14.14.-
B0C218-B	2.5.1.-,2.5.1.19
C1D5L4-A	6.3.2.4,6.3.2.-
P68106-B	5.2.1.8,5.2.1.-
Q9SIH1-A	5.2.1.8,5.2.1.-
A1VGV5-A	4.2.1.-,4.2.1.11
Q0K669-A	4.2.3.-,4.2.3.4
A6H5K6-A	3.4.21.-,3.4.21.92
Q9MZY0-A	1.14.14.-
B7J5I9-A	3.4.11.1,3.4.11.-
B0BQ37-A	3.4.11.1,3.4.11.-
Q3BPA1-A	3.4.11.1,3.4.11.-
Q2RTK2-A	2.7.7.3,2.7.7.-
Q15NL2-A	2.1.3.-
A9LNK9-A	3.1.21.-
Q3LFU0-A	1.14.14.-
P48977-A	1.1.1.1,1.1.1.-
B5F9Q6-A	3.4.11.1,3.4.11.-
Q98EV6-A	7.1.2.-,7.1.2.2
O34427-A	2.7.13.-,2.7.13.3
Q5LME7-A	2.1.3.-
Q4ZL22-A	7.1.2.-,7.1.2.2
W8JWV8-A	1.1.1.-
Q9X4K2-A	1.7.1.-,1.7.1.17
Q66B20-A	2.3.1.-
B2VJW7-A	4.2.3.-,4.2.3.4
Q9UHK6-A	5.1.99.-
P00184-A	1.14.14.-
O15072-C	3.4.24.-
C3LSI7-A	2.7.7.23,2.7.7.-
P17818-A	2.3.1.74,2.3.1.-
Q6P326-A	3.4.21.-
B8FPU4-A	3.5.4.-
Q2UI87-A	3.2.1.-,3.2.1.22
Q1QBF3-A	5.1.1.-
P32316-A	3.1.2.-
B5EI27-A	3.4.21.-,3.4.21.92
P54982-A	1.3.99.-
Q64563-A	1.1.1.-
Q95M17-A	3.2.1.14,3.2.1.-
B3ED46-A	3.4.11.1,3.4.11.-
Q0CVH2-A	3.2.1.-,3.2.1.22
B9L2J1-B	1.2.1.-
A7KAI3-A	3.4.22.-
A6WST7-A	1.2.1.-
A5UE11-A	3.4.21.-,3.4.21.92
D2AV87-A	5.1.1.-
Q92T48-A	3.5.4.-
B9EAG5-A	3.4.21.-,3.4.21.92
C3MBH4-A	3.5.4.-
Q92484-A	3.1.4.-
Q23498-A	3.1.4.-
P55202-A	4.6.1.2,4.6.1.-
Q48DL2-A	3.2.2.-
Q93Q17-A	2.4.2.-
Q7VIN7-A	3.4.21.-,3.4.21.92
Q488M4-A	3.4.11.1,3.4.11.-
Q839J4-A	3.5.4.4,3.5.4.-
O35298-A	3.1.1.-
Q92I65-B	1.9.3.-,1.9.3.1
D5GHP2-A	3.4.11.-
A8E657-A	1.5.1.-
Q0I432-A	4.2.3.-,4.2.3.4
P25125-A	2.5.1.-
Q49YC9-A	2.1.3.-
Q04944-A	1.1.1.-
Q82CA6-A	3.4.21.-,3.4.21.92
A6LMV5-A	5.4.2.-
Q56H28-A	3.4.17.-
O85718-A	2.1.2.1,2.1.2.-
B9DGY1-A	2.7.11.1,2.7.11.-
B1HR71-A	3.5.4.-
A6H5E7-B	1.3.7.-
Q9VNV3-A	3.6.4.-,3.6.4.13
Q9F315-A	3.4.21.-,3.4.21.92
Q3B3M9-A	2.7.7.3,2.7.7.-
Q9C9G2-A	6.2.1.-
Q9BYF1-A	3.4.17.-
Q8VEG6-A	3.1.13.-,3.1.13.4
Q8DAN9-A	2.1.3.-
Q83FX9-A	2.7.7.3,2.7.7.-
Q87QV4-A	2.1.3.-
Q46GT9-A	5.4.3.8,5.4.3.-
B9DJL4-A	3.4.21.-,3.4.21.92
Q8CRP6-A	3.6.4.-,3.6.4.13
A0Q5S7-A	5.1.1.-
A6LG60-A	3.5.4.-
Q9M1D3-A	2.3.3.-,2.3.3.16
B8DBK8-A	2.7.8.-
O51698-A	3.4.21.-,3.4.21.92
Q9QXS7-A	2.3.1.-
Q6ACL1-A	6.3.4.-
Q9ZS41-A	2.3.1.74,2.3.1.-
Q50397-A	2.3.1.-
B8DH77-A	2.7.7.3,2.7.7.-
Q9SYQ8-A	2.7.11.1,2.7.11.-
A0RPV3-A	2.5.1.-
B5FCP7-A	2.5.1.-
Q60CN9-A	2.7.7.3,2.7.7.-
B7IEM2-A	3.5.4.-
Q59723-A	1.14.14.-
P28469-A	1.1.1.1,1.1.1.-
A1S572-A	3.5.3.-
A1U3U4-A	6.3.4.-
Q8A129-A	3.4.21.-,3.4.21.92
P04745-A	3.2.1.-,3.2.1.1
Q8Q0U5-A	6.3.4.-
E9ERT9-A	3.2.1.14,3.2.1.-
P54414-A	3.4.21.-,3.4.21.92
P21567-A	3.2.1.-,3.2.1.1
Q10S66-A	3.2.1.14,3.2.1.-
B6JGU7-A	3.4.21.-,3.4.21.92
Q8S1V1-A	3.2.1.14,3.2.1.-
Q8GWW7-A	3.5.3.-
P42449-A	4.1.3.-
O18345-A	3.2.1.-,3.2.1.1
A7F0W2-A	2.7.11.1,2.7.11.-
Q5FU70-A	3.4.11.1,3.4.11.-
Q32RP9-B	1.3.7.-
Q06069-A	1.14.99.-
A4YV23-A	2.7.7.3,2.7.7.-
P27450-A	2.7.11.1,2.7.11.-
C0R2W3-A	3.4.21.-,3.4.21.92
C5B7N2-A	1.17.1.8,1.17.1.-
Q9BRR6-A	2.7.1.-
P41747-A	1.1.1.1,1.1.1.-
Q8EUG2-A	2.7.7.3,2.7.7.-
Q8LF80-A	2.7.11.22,2.7.11.-
Q1LQ00-A	3.5.4.-
Q7VD37-C	1.3.7.-
Q6BY28-A	2.1.1.-
Q64462-A	1.14.14.-,1.14.14.1
C5CAM5-A	6.3.4.-
A1AC31-A	2.1.3.-
Q7N0L3-A	3.4.21.-,3.4.21.92
Q9DBC3-A	2.1.1.-,2.1.1.57
Q2NTJ8-A	2.5.1.-
Q15R46-A	3.4.21.-,3.4.21.92
P80439-C	1.9.3.-,1.9.3.1
Q28FE0-A	3.1.3.16,3.1.3.-
Q8K9U1-A	2.7.1.-
P22518-A	2.7.12.1,2.7.12.-
C0QW91-A	3.4.21.-,3.4.21.92
O74135-A	2.7.11.1,2.7.11.-
P34843-A	1.9.3.-,1.9.3.1
Q3AE90-A	3.5.4.-
A4T9W4-A	6.3.4.-
P51870-A	1.14.14.-,1.14.14.1
P85075-A	3.1.27.-
Q54SS0-A	5.3.3.-
Q88Y75-A	2.7.1.33,2.7.1.-
Q9SB68-A	3.6.1.-
Q8GRC8-A	4.1.3.-
Q5UYG6-A	1.8.1.-,1.8.1.4
A1URA6-A	5.4.2.-
Q9Z1T6-J	2.7.1.-
Q6G5P7-A	5.4.2.-
B7KL24-A	4.2.1.-,4.2.1.11
Q9HU20-A	2.7.13.-,2.7.13.3
A7Z6F3-A	2.7.7.-,2.7.7.7
Q3ITR7-B	3.1.26.-
A0KR80-A	1.1.1.-
A8GZ41-A	5.3.1.-
B4TXB1-C	2.1.2.-
Q8TUQ5-A	2.3.1.-
Q9FFF6-A	1.14.11.-
A3CRB9-B	3.6.3.-
Q65U43-A	5.4.3.8,5.4.3.-
C3MAF3-A	1.1.1.-
Q60AM9-A	3.1.11.-
Q0KA22-A	1.1.1.267,1.1.1.-
Q6LM51-A	5.3.1.9,5.3.1.-
A3DH61-A	2.7.7.-,2.7.7.7
Q55367-A	4.2.1.-
Q9FYC4-A	2.1.1.-
Q0UVK7-A	3.4.14.-
C5BKQ0-A	3.5.1.-,3.5.1.88
Q8R7N2-A	3.5.4.-
P20080-A	5.2.1.8,5.2.1.-
Q31H51-A	3.1.2.-
P73618-A	4.1.2.4,4.1.2.-
Q9Y6V7-A	3.6.4.-,3.6.4.13
Q1GTU1-A	5.3.1.9,5.3.1.-
Q5QXT9-A	5.4.2.-
Q1J2H6-A	4.2.1.-,4.2.1.11
P0C061-A	5.1.1.-
Q829W3-A	1.2.1.-,1.2.1.12
A1B5Y2-A	3.5.1.-
Q02ZT2-A	5.4.2.-
A1WKB4-A	2.7.1.-
Q6AP35-A	1.1.1.267,1.1.1.-
Q3KHA6-A	1.1.1.267,1.1.1.-
A0KK26-A	3.1.21.-
Q6FQ55-A	2.3.1.-
Q6GZP0-A	2.7.1.-
A0R566-A	4.2.1.1,4.2.1.-
Q8KEA8-A	3.5.4.-
Q42572-D	6.5.1.-,6.5.1.1
Q6LPG9-A	1.3.1.9,1.3.1.-
Q81FZ1-A	1.8.4.-
B9DNV8-A	1.1.1.-
B5YJT7-A	5.3.1.-
C0ZIM8-A	5.4.2.-
A4Q8F7-A	3.2.1.-
B0JK91-A	4.1.2.4,4.1.2.-
Q04RK6-A	6.3.2.4,6.3.2.-
B1AJM6-A	4.1.2.4,4.1.2.-
Q09537-A	2.7.11.-
A5FMJ5-A	3.1.3.11,3.1.3.-
Q04BY6-B	3.6.3.-
Q5FM62-B	3.6.3.-
P00358-A	1.2.1.-,1.2.1.12
Q3SMI5-A	5.3.1.-
Q2NJF9-A	3.1.21.-
B6JFI3-A	3.1.11.-
C5BHC1-A	1.1.1.267,1.1.1.-
Q9K499-A	4.2.3.-
Q6KHL2-B	3.6.3.-
Q98QT4-A	5.4.2.-
Q93ZG9-A	5.2.1.8,5.2.1.-
P46859-A	2.7.1.-
Q38UU0-B	3.6.3.-
Q95ZV7-A	2.7.10.-,2.7.10.1
P28038-A	1.14.11.-
B1LYJ9-A	5.4.2.-
B0R3Y1-A	3.1.3.11,3.1.3.-
Q75F95-A	3.6.4.-,3.6.4.13
Q9I7C0-A	3.1.3.-
O08437-A	5.2.1.8,5.2.1.-
A0A067Z9B6-A	2.1.1.-
A1SWW4-A	3.1.11.-
Q2KBQ9-A	3.1.11.-
P19821-A	2.7.7.-,2.7.7.7
B1MTH4-A	3.6.1.-
O55096-A	3.4.14.-
B9LUZ9-A	6.5.1.-,6.5.1.1
Q9KID9-A	3.3.2.-
Q5WVX6-A	2.7.7.-
Q08387-C	6.5.1.-,6.5.1.1
A4XU09-A	3.1.2.-
C1B035-A	3.1.1.-
Q18CI9-A	3.6.3.-
Q31SU3-A	5.4.2.-
O05949-A	2.7.7.-,2.7.7.7
Q6PR33-A	2.3.1.-
P00969-A	6.5.1.-,6.5.1.1
Q2K3M6-A	3.1.2.-
Q9ZEU8-A	2.3.1.-
C6DKL9-A	5.4.2.-
A3D2L1-A	1.1.1.267,1.1.1.-
P58532-A	3.1.1.-
A0KTT2-A	1.17.1.8,1.17.1.-
B8D932-A	1.1.1.267,1.1.1.-
Q4W8Z9-A	3.1.1.-
Q5HPE6-A	1.17.1.8,1.17.1.-
Q21TN3-A	4.2.3.-
Q5HP24-A	2.6.1.-
B0YD91-A	3.2.1.21,3.2.1.-
P15089-A	3.4.17.-
B2HNC6-A	4.2.3.-
P23908-A	3.5.1.-
B8DWS2-A	7.1.2.-,7.1.2.2
B5F9Q1-A	3.5.3.-
Q9FGL5-A	2.7.10.-,2.7.10.1
B3EIT1-A	2.7.1.71,2.7.1.-
Q9MAH0-A	4.1.1.-
Q6CII9-A	2.3.1.-
C1CXS0-A	4.3.2.-
A1WY04-B	2.1.3.-
Q8EQB6-A	4.2.3.-
A5EXR1-A	3.5.3.-
Q5ZKP6-A	3.5.4.4,3.5.4.-
B8IEC7-A	5.1.1.1,5.1.1.-
Q8EYV8-A	2.3.1.-
A1CE97-A	3.2.1.91,3.2.1.-
Q884U6-A	2.4.2.-,2.4.2.7
P10605-A	3.4.22.1,3.4.22.-
Q6E213-A	2.3.1.-
O84367-A	2.7.2.-,2.7.2.4
Q8DGH7-A	2.7.2.-
A1WY97-A	6.2.1.-
Q3A7A3-A	6.3.5.-
Q55688-A	4.1.99.-
Q9BGQ0-A	3.1.11.-
B1KR25-A	4.2.1.-,4.2.1.10
A8MG25-A	2.1.1.-
Q87C83-A	3.6.1.-
A0E358-A	3.4.22.-,3.4.22.15
A4W8Y0-A	3.6.1.-,3.6.1.7
Q97U96-A	4.2.1.-
B9KE09-A	4.2.3.-
B3PBR5-A	2.1.3.-
P32799-4	1.9.3.-,1.9.3.1
O64883-A	3.2.1.21,3.2.1.-
Q82UP3-A	2.6.1.-
P46329-A	1.2.1.-,1.2.1.3
Q8ZR95-A	7.2.2.8,7.2.2.-
B2UYK7-A	2.5.1.-,2.5.1.19
Q4QN62-A	7.1.2.-,7.1.2.2
Q84FH6-A	5.4.99.-,5.4.99.5
Q54DG1-A	1.2.1.-
Q0AQ78-A	4.2.1.-,4.2.1.10
Q87KU7-A	6.2.1.-
P00186-A	1.14.14.-
Q7JUN3-A	7.6.2.-
A1AV54-A	6.3.3.-
B7NNT5-A	3.5.1.-
Q756E2-A	2.4.2.-,2.4.2.7
A6QFH1-A	4.3.2.-
B5BLW5-A	3.1.1.-
Q16678-A	1.14.14.-
B0V8M8-A	2.7.1.71,2.7.1.-
Q7ZZ25-A	3.6.1.3,3.6.1.-
Q3ECS3-A	3.2.1.-
Q9UYU5-A	1.8.1.-
O97069-A	6.3.4.-
B1MYC9-A	4.2.3.-,4.2.3.4
Q6D654-C	7.6.2.-
Q9D7B6-A	1.3.8.-
A1WNY2-A	2.3.2.-
B4XYB8-A	2.3.1.-
A5V8Y6-A	2.3.2.-
Q477E8-A	2.7.1.33,2.7.1.-
Q899H1-A	2.7.1.33,2.7.1.-
C0JB34-A	3.1.4.-
B8DBZ9-A	4.2.3.-,4.2.3.4
B7IG44-A	7.1.2.-,7.1.2.2
A6V1P7-A	4.2.2.-
P46551-A	2.7.11.22,2.7.11.-
Q3ZZH1-A	2.7.1.33,2.7.1.-
P79153-A	1.14.15.-
P07363-A	2.7.13.-,2.7.13.3
Q02636-A	2.6.1.-
C1DHQ5-A	4.2.3.-,4.2.3.4
Q44737-A	2.7.13.-,2.7.13.3
Q30S99-A	2.7.2.8,2.7.2.-
Q6P7S1-A	3.5.1.-
Q9XWZ2-A	1.3.99.-
P13243-A	4.1.2.13,4.1.2.-
C5CSF9-A	2.7.8.7,2.7.8.-
Q9PAL9-A	6.3.3.-
O55137-A	3.1.2.-
Q295P6-A	3.5.4.-
O14434-A	4.2.1.-
Q37979-A	3.4.24.-
P13221-A	2.6.1.-,2.6.1.1
A6WXC7-A	4.2.3.-,4.2.3.4
P54889-A	2.7.2.-
Q3BV37-A	1.13.11.-
A1TVC1-A	2.7.11.-
Q9LJL9-A	2.7.11.1,2.7.11.-
H2IFX0-A	5.5.1.-
P07741-A	2.4.2.-,2.4.2.7
A5F5Y3-A	2.7.1.-
Q65W17-A	2.7.2.8,2.7.2.-
Q0QFQ1-A	1.14.13.-
A5FK26-A	2.7.1.33,2.7.1.-
Q6BZP5-A	4.1.3.-
Q63159-A	2.1.1.-
Q04NG3-A	2.4.2.-,2.4.2.7
Q6Z4A7-A	1.8.4.-
Q1BT42-J	2.7.11.-
A5FRG9-A	2.4.2.-
P48814-A	1.1.1.1,1.1.1.-
Q6LYX4-A	5.4.3.-
Q6ALU4-A	2.4.2.-
Q0TP22-A	2.4.2.-,2.4.2.7
A5G5C1-A	2.7.1.33,2.7.1.-
B0DZL3-A	3.4.11.-
Q00646-A	2.7.11.22,2.7.11.-
Q2R712-A	5.4.99.-
P47575-A	1.7.1.-,1.7.1.17
Q8GB17-A	4.2.1.-
T2G6Z9-A	1.8.99.-
Q6NHG8-A	2.7.2.8,2.7.2.-
A2T317-E	7.1.2.-,7.1.2.2
B6JLF2-A	3.4.11.1,3.4.11.-
O04899-A	2.1.1.-
O30565-A	2.4.1.-
A4G9B3-A	2.7.1.33,2.7.1.-
Q11TJ3-A	2.4.2.-,2.4.2.7
Q4WL66-A	3.2.1.55,3.2.1.-
B5BC39-A	3.1.1.-,3.1.1.31
W4VSJ0-A	3.1.1.-
Q92105-A	7.2.2.-
A3B529-A	2.7.11.1,2.7.11.-
Q3AUA7-A	7.1.2.-,7.1.2.2
B7N583-A	2.3.1.-
B7J3S7-A	2.7.1.-
Q28KN6-A	2.7.1.-
Q01413-A	3.2.1.39,3.2.1.-
Q9FSB7-A	2.3.1.74,2.3.1.-
Q3YR73-C	3.2.2.-
Q6DE00-A	2.5.1.-
Q47EF3-A	2.7.8.7,2.7.8.-
P13516-A	1.14.19.-
Q15WE7-A	2.1.3.-
Q2GHF1-A	2.1.2.1,2.1.2.-
A1K973-A	1.14.99.-
Q0I2G0-A	7.6.2.-
Q5FG30-A	2.1.2.1,2.1.2.-
B8F4P0-A	3.6.1.-
A6WQ58-A	3.2.1.-
Q91372-A	3.6.4.-,3.6.4.13
P20806-A	2.7.10.-,2.7.10.1
P52687-A	2.7.13.-,2.7.13.3
Q01360-A	3.5.1.-
A5FRZ7-A	4.2.3.-,4.2.3.4
Q03957-A	2.7.11.-
Q8D295-A	3.4.11.1,3.4.11.-
A8AHC4-A	3.5.1.-
O73686-A	1.14.14.-
Q38900-A	5.2.1.8,5.2.1.-
P93846-A	1.14.14.-
Q8TE58-C	3.4.24.-
B5EGQ4-A	1.7.1.-,1.7.1.17
P97857-C	3.4.24.-
P06515-A	2.3.1.74,2.3.1.-
Q3ZC84-A	3.4.13.-
Q54XD0-A	2.1.1.-
Q84LG0-A	4.2.3.-
Q1GHM4-A	2.7.7.3,2.7.7.-
O04220-A	2.3.1.74,2.3.1.-
P9WNH0-A	1.11.1.-
Q49KG0-B	1.2.1.-
P49384-A	1.1.1.1,1.1.1.-
C0JB02-A	3.1.4.-
A8GID0-A	2.1.3.-
A2QL72-A	3.2.1.-,3.2.1.22
Q0U199-A	3.4.22.-
P43013-A	1.7.1.-,1.7.1.17
Q00469-A	1.3.7.-
Q9A7M9-A	3.4.11.1,3.4.11.-
P07246-A	1.1.1.1,1.1.1.-
Q31DX4-A	1.7.1.-,1.7.1.17
Q7VDS8-A	2.1.2.1,2.1.2.-
E9Q816-A	1.14.14.-
Q99W07-A	1.1.1.1,1.1.1.-
B7LP17-B	3.1.3.-
Q7S3X7-A	3.4.22.-
Q12QJ4-A	1.17.1.8,1.17.1.-
C4Z1T6-A	3.4.21.-,3.4.21.92
Q5YYA5-A	3.2.2.-
Q24R88-A	3.5.4.-
P19252-A	6.3.5.-
B0TMZ9-A	2.7.7.3,2.7.7.-
Q43011-A	6.3.5.-
Q6XQ67-A	1.1.1.1,1.1.1.-
B4TUC3-A	1.2.1.-
P20845-A	3.2.1.-,3.2.1.1
Q02JU1-A	3.1.3.-
C4K8H4-A	2.7.8.7,2.7.8.-
Q7NE72-A	2.7.8.7,2.7.8.-
A7IA21-A	2.1.1.-
P18886-A	2.3.1.-
Q5XI95-A	1.1.1.1,1.1.1.-
Q5E8L9-A	2.7.7.3,2.7.7.-
Q05539-A	3.2.1.14,3.2.1.-
A8FPF5-A	2.7.7.3,2.7.7.-
P52195-A	3.4.21.-
Q0PHY0-B	1.2.1.-
C5BDE0-A	3.5.4.4,3.5.4.-
A1WLL3-B	1.2.1.-
Q5P730-A	2.7.7.3,2.7.7.-
Q8K9I0-A	3.4.11.1,3.4.11.-
B7JV38-B	1.3.7.-
A2RLV5-A	2.7.8.7,2.7.8.-
Q8G5Q9-A	3.4.21.-,3.4.21.92
Q5LM18-A	3.5.4.-
C6DE43-A	2.3.1.-
P37854-A	1.3.7.-
B2GA64-A	2.7.8.7,2.7.8.-
Q3AY04-A	3.4.21.-,3.4.21.92
P31951-A	2.3.1.-
P38995-A	7.2.2.8,7.2.2.-
A2T391-A	1.3.7.-
A8NR45-A	4.1.3.-
